folio,depto,area,s07a_01,s07a_02,s07a_02e,s07a_03,s07a_03e,s07a_03a,s07a_04,s07a_05,s07a_06,s07a_06e,s07a_07,s07a_08,s07a_08e,s07a_09,s07a_09e,s07a_10,s07a_10e,s07a_11a,s07a_11b,s07a_11c,s07a_12,s07a_13,s07a_14,s07a_15,s07a_16,s07a_17,s07a_18,s07a_18e,s07a_19_1a,s07a_19_1b,s07a_19_2a,s07a_19_2b,s07a_19_3a,s07a_19_3b,s07a_19_4a,s07a_19_4ae,s07a_19_4b,s07a_20_1a,s07a_20_1b,s07a_20_2a,s07a_20_2b,s07a_20_3a,s07a_20_3b,s07a_20_4a,s07a_20_4b,s07a_20_5a,s07a_20_5ae,s07a_20_5b,s07a_21,s07a_22,s07a_22e,s07a_23,s07a_24,s07a_25,s07a_26,s07a_27,s07a_28,s07a_29,s07a_30,totper,hogar,upm,estrato,factor
712-003239-A-0351,7.0,1.0,1.0,7.0,,NA,,NA,NA,700.0,1.0,,1.0,2.0,,5.0,,2.0,,24.0,0.0,7.0,40.0,1.0,2.0,2.0,1.0,100.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,2.0,1.0,2.0,NA,1.0,3.0,3.0,5.0,1.0,712-003239-A,12,386.2961120605469
712-003239-A-0381,7.0,1.0,1.0,7.0,,NA,,NA,NA,1000.0,1.0,,1.0,3.0,,6.0,,2.0,,24.0,0.0,7.0,30.0,1.0,1.0,1.0,1.0,70.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,4.0,,9.0,2.0,1.0,2.0,NA,1.0,3.0,3.0,3.0,1.0,712-003239-A,12,386.2961120605469
712-003337-A-0011,7.0,1.0,1.0,7.0,,NA,,NA,NA,600.0,1.0,,1.0,2.0,,5.0,,1.0,,24.0,0.0,7.0,40.0,1.0,2.0,1.0,1.0,50.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,25.0,1.0,0.0,2.0,NA,2.0,NA,NA,1.0,1.0,712-003337-A,12,259.5037536621094
712-003337-A-0051,7.0,1.0,1.0,1.0,,3.0,,NA,NA,1000.0,1.0,,1.0,2.0,,5.0,,2.0,,24.0,0.0,7.0,110.0,1.0,1.0,1.0,1.0,60.0,6.0,,2.0,NA,1.0,500.0,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,2.0,2.0,2.0,NA,1.0,1.0,1.0,4.0,1.0,712-003337-A,12,259.5037536621094
712-003337-A-0091,7.0,1.0,1.0,7.0,,NA,,NA,NA,300.0,1.0,,2.0,2.0,,7.0,,2.0,,24.0,0.0,7.0,48.0,1.0,1.0,2.0,1.0,90.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,25.0,1.0,0.0,2.0,NA,2.0,NA,NA,5.0,1.0,712-003337-A,12,259.5037536621094
712-003337-A-0131,7.0,1.0,1.0,3.0,,NA,,NA,500.0,NA,1.0,,1.0,2.0,,5.0,,2.0,,24.0,0.0,7.0,30.0,1.0,2.0,1.0,1.0,300.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,27.0,2.0,2.0,2.0,NA,1.0,1.0,1.0,6.0,1.0,712-003337-A,12,259.5037536621094
712-003337-A-0171,7.0,1.0,1.0,3.0,,NA,,NA,500.0,NA,1.0,,1.0,2.0,,5.0,,2.0,,24.0,0.0,7.0,30.0,1.0,2.0,2.0,1.0,70.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,24.0,1.0,0.0,2.0,NA,1.0,2.0,NA,3.0,1.0,712-003337-A,12,259.5037536621094
712-003337-A-0211,7.0,1.0,1.0,7.0,,NA,,NA,NA,500.0,1.0,,1.0,2.0,,5.0,,2.0,,24.0,0.0,7.0,100.0,1.0,2.0,1.0,1.0,180.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,24.0,3.0,1.0,2.0,NA,1.0,3.0,3.0,3.0,1.0,712-003337-A,12,259.5037536621094
712-003337-A-0251,7.0,1.0,1.0,7.0,,NA,,NA,NA,700.0,5.0,,2.0,1.0,,1.0,,2.0,,24.0,0.0,7.0,80.0,1.0,1.0,2.0,1.0,100.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,24.0,1.0,0.0,2.0,NA,1.0,3.0,3.0,3.0,1.0,712-003337-A,12,259.5037536621094
712-003337-A-0291,7.0,1.0,1.0,1.0,,4.0,,NA,NA,400.0,1.0,,1.0,2.0,,5.0,,2.0,,24.0,0.0,7.0,50.0,1.0,2.0,2.0,1.0,100.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,24.0,2.0,1.0,2.0,NA,1.0,3.0,1.0,5.0,1.0,712-003337-A,12,259.5037536621094
712-003337-A-0331,7.0,1.0,1.0,1.0,,3.0,,NA,NA,600.0,1.0,,2.0,2.0,,7.0,,2.0,,24.0,0.0,7.0,50.0,1.0,1.0,1.0,1.0,70.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,4.0,2.0,2.0,NA,2.0,NA,NA,2.0,1.0,712-003337-A,12,259.5037536621094
712-003337-A-0371,7.0,1.0,4.0,5.0,,NA,,NA,NA,1000.0,1.0,,1.0,2.0,,5.0,,1.0,,24.0,0.0,7.0,30.0,1.0,1.0,2.0,1.0,100.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,3.0,2.0,2.0,NA,1.0,3.0,1.0,4.0,1.0,712-003337-A,12,259.5037536621094
712-003337-A-0421,7.0,1.0,1.0,7.0,,NA,,NA,NA,1000.0,1.0,,1.0,2.0,,6.0,,1.0,,24.0,0.0,7.0,80.0,1.0,1.0,1.0,1.0,100.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,10.0,3.0,2.0,2.0,NA,1.0,1.0,1.0,3.0,1.0,712-003337-A,12,259.5037536621094
712-003337-A-0461,7.0,1.0,1.0,1.0,,4.0,,NA,NA,1500.0,1.0,,1.0,2.0,,5.0,,1.0,,24.0,0.0,7.0,80.0,1.0,1.0,1.0,1.0,100.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,6000.0,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,5.0,4.0,2.0,NA,1.0,3.0,1.0,5.0,1.0,712-003337-A,12,259.5037536621094
712-003447-A-0011,7.0,1.0,1.0,1.0,,4.0,,NA,NA,800.0,1.0,,1.0,2.0,,6.0,,1.0,,24.0,0.0,7.0,50.0,1.0,1.0,1.0,1.0,100.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,12.0,3.0,2.0,2.0,NA,1.0,1.0,1.0,2.0,1.0,712-003447-A,12,221.8592529296875
712-003447-A-0031,7.0,1.0,1.0,1.0,,3.0,,NA,NA,900.0,1.0,,1.0,2.0,,6.0,,1.0,,24.0,0.0,7.0,50.0,1.0,1.0,1.0,1.0,50.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,12.0,3.0,2.0,2.0,NA,1.0,1.0,1.0,2.0,1.0,712-003447-A,12,221.8592529296875
712-003447-A-0051,7.0,1.0,4.0,3.0,,NA,,NA,500.0,NA,1.0,,1.0,2.0,,6.0,,2.0,,24.0,0.0,7.0,50.0,1.0,1.0,2.0,1.0,100.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,2.0,2.0,2.0,NA,1.0,1.0,1.0,3.0,1.0,712-003447-A,12,221.8592529296875
712-003447-A-0071,7.0,1.0,1.0,3.0,,NA,,NA,2800.0,NA,1.0,,1.0,2.0,,6.0,,1.0,,24.0,0.0,7.0,150.0,1.0,1.0,1.0,1.0,100.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,2.0,1.0,2.0,NA,1.0,1.0,1.0,2.0,1.0,712-003447-A,12,221.8592529296875
712-003447-A-0091,7.0,1.0,1.0,1.0,,3.0,,NA,NA,800.0,1.0,,1.0,2.0,,6.0,,1.0,,24.0,0.0,7.0,200.0,1.0,1.0,1.0,1.0,500.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,8.0,4.0,3.0,1.0,63.0,1.0,1.0,1.0,6.0,1.0,712-003447-A,12,221.8592529296875
712-003447-A-0111,7.0,1.0,1.0,1.0,,2.0,,2.0,NA,600.0,1.0,,1.0,1.0,,6.0,,1.0,,24.0,0.0,7.0,150.0,1.0,1.0,1.0,1.0,200.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,15.0,3.0,2.0,1.0,190.0,1.0,1.0,1.0,3.0,1.0,712-003447-A,12,221.8592529296875
712-003447-A-0131,7.0,1.0,1.0,1.0,,3.0,,NA,NA,600.0,1.0,,1.0,2.0,,6.0,,1.0,,24.0,0.0,7.0,55.0,1.0,1.0,1.0,1.0,180.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,9.0,4.0,3.0,1.0,30.0,1.0,1.0,1.0,3.0,1.0,712-003447-A,12,221.8592529296875
712-003447-A-0151,7.0,1.0,1.0,1.0,,3.0,,NA,NA,500.0,1.0,,1.0,2.0,,6.0,,1.0,,24.0,0.0,7.0,100.0,1.0,1.0,1.0,1.0,120.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,4.0,4.0,2.0,NA,1.0,1.0,1.0,4.0,1.0,712-003447-A,12,221.8592529296875
712-003447-A-0171,7.0,1.0,4.0,4.0,,NA,,NA,800.0,NA,1.0,,1.0,2.0,,6.0,,1.0,,24.0,0.0,7.0,150.0,1.0,1.0,1.0,1.0,250.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,45.0,3.0,2.0,2.0,NA,1.0,1.0,3.0,5.0,1.0,712-003447-A,12,221.8592529296875
712-003447-A-0191,7.0,1.0,3.0,1.0,,2.0,,2.0,NA,1500.0,1.0,,1.0,2.0,,6.0,,1.0,,24.0,0.0,7.0,50.0,1.0,1.0,1.0,1.0,100.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,9.0,2.0,1.0,2.0,NA,1.0,1.0,3.0,1.0,1.0,712-003447-A,12,221.8592529296875
712-003447-A-0211,7.0,1.0,1.0,1.0,,2.0,,2.0,NA,2100.0,1.0,,1.0,2.0,,6.0,,1.0,,24.0,0.0,7.0,150.0,1.0,1.0,1.0,1.0,300.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,14.0,4.0,2.0,1.0,NA,1.0,3.0,3.0,3.0,1.0,712-003447-A,12,221.8592529296875
712-003447-A-0231,7.0,1.0,4.0,3.0,,NA,,NA,500.0,NA,1.0,,1.0,2.0,,6.0,,2.0,,24.0,0.0,7.0,20.0,1.0,1.0,2.0,1.0,30.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,25.0,1.0,0.0,2.0,NA,2.0,NA,NA,2.0,1.0,712-003447-A,12,221.8592529296875
712-003558-A-0021,7.0,1.0,1.0,1.0,,3.0,,NA,NA,1500.0,1.0,,1.0,2.0,,6.0,,2.0,,24.0,0.0,7.0,50.0,1.0,1.0,1.0,1.0,50.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,13.0,1.0,1.0,1.0,NA,1.0,3.0,1.0,1.0,1.0,712-003558-A,12,580.929931640625
712-003558-A-0041,7.0,1.0,4.0,7.0,,NA,,NA,NA,400.0,1.0,,1.0,2.0,,6.0,,2.0,,24.0,0.0,7.0,50.0,1.0,1.0,1.0,1.0,120.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,12.0,1.0,1.0,2.0,NA,1.0,1.0,1.0,5.0,1.0,712-003558-A,12,580.929931640625
712-003558-A-0061,7.0,1.0,4.0,7.0,,NA,,NA,NA,400.0,1.0,,1.0,2.0,,6.0,,2.0,,24.0,0.0,7.0,50.0,1.0,1.0,2.0,1.0,80.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,7.0,,NA,1.0,1.0,2.0,NA,1.0,1.0,1.0,1.0,1.0,712-003558-A,12,580.929931640625
712-003558-A-0081,7.0,1.0,4.0,7.0,,NA,,NA,NA,1000.0,1.0,,1.0,2.0,,6.0,,2.0,,24.0,0.0,7.0,50.0,1.0,1.0,1.0,1.0,80.0,6.0,,2.0,NA,2.0,NA,1.0,300.0,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,2.0,2.0,2.0,NA,1.0,1.0,1.0,5.0,1.0,712-003558-A,12,580.929931640625
712-003558-A-0101,7.0,1.0,1.0,7.0,,NA,,NA,NA,500.0,1.0,,1.0,2.0,,5.0,,2.0,,24.0,0.0,7.0,150.0,1.0,1.0,1.0,1.0,150.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,50.0,2.0,2.0,2.0,NA,1.0,1.0,1.0,6.0,1.0,712-003558-A,12,580.929931640625
712-003558-A-0121,7.0,1.0,4.0,7.0,,NA,,NA,NA,400.0,1.0,,1.0,2.0,,6.0,,2.0,,24.0,0.0,7.0,100.0,1.0,1.0,2.0,1.0,150.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,7.0,,NA,1.0,1.0,2.0,NA,2.0,NA,NA,1.0,1.0,712-003558-A,12,580.929931640625
712-003558-A-0141,7.0,1.0,4.0,3.0,,NA,,NA,300.0,NA,1.0,,1.0,2.0,,6.0,,2.0,,24.0,0.0,7.0,30.0,1.0,1.0,2.0,1.0,30.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,7.0,,NA,1.0,1.0,2.0,NA,2.0,NA,NA,1.0,1.0,712-003558-A,12,580.929931640625
712-003558-A-0161,7.0,1.0,4.0,7.0,,NA,,NA,NA,500.0,1.0,,1.0,2.0,,6.0,,2.0,,24.0,0.0,7.0,100.0,1.0,1.0,2.0,1.0,100.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,1.0,1.0,2.0,NA,1.0,1.0,1.0,4.0,1.0,712-003558-A,12,580.929931640625
712-003558-A-0171,7.0,1.0,1.0,1.0,,3.0,,NA,NA,1600.0,1.0,,1.0,2.0,,6.0,,2.0,,24.0,0.0,7.0,75.0,1.0,1.0,2.0,1.0,100.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,3.0,3.0,2.0,NA,1.0,1.0,1.0,4.0,1.0,712-003558-A,12,580.929931640625
712-003558-A-0191,7.0,1.0,1.0,6.0,,NA,,NA,NA,800.0,1.0,,1.0,2.0,,5.0,,2.0,,24.0,0.0,7.0,35.0,1.0,1.0,2.0,1.0,185.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,8.0,1.0,1.0,2.0,NA,1.0,3.0,4.0,1.0,1.0,712-003558-A,12,580.929931640625
712-003558-A-0211,7.0,1.0,4.0,6.0,,NA,,NA,NA,500.0,1.0,,1.0,2.0,,5.0,,2.0,,24.0,0.0,7.0,50.0,1.0,1.0,2.0,1.0,55.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,9.0,1.0,1.0,2.0,NA,1.0,1.0,1.0,2.0,1.0,712-003558-A,12,580.929931640625
712-003558-A-0231,7.0,1.0,1.0,1.0,,3.0,,NA,NA,800.0,1.0,,1.0,2.0,,5.0,,1.0,,24.0,0.0,7.0,80.0,1.0,1.0,1.0,1.0,70.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,2.0,1.0,1.0,200.0,2.0,NA,NA,1.0,1.0,712-003558-A,12,580.929931640625
712-003596-A-0051,7.0,1.0,4.0,3.0,,NA,,NA,500.0,NA,1.0,,1.0,2.0,,6.0,,2.0,,24.0,0.0,7.0,80.0,1.0,1.0,2.0,1.0,80.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,7.0,,NA,1.0,0.0,2.0,NA,1.0,3.0,1.0,1.0,1.0,712-003596-A,12,167.3949737548828
712-003596-A-0111,7.0,1.0,1.0,3.0,,NA,,NA,1500.0,NA,1.0,,1.0,2.0,,5.0,,2.0,,24.0,0.0,7.0,300.0,1.0,1.0,1.0,1.0,200.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,25.0,2.0,2.0,2.0,NA,2.0,NA,NA,4.0,1.0,712-003596-A,12,167.3949737548828
712-003596-A-0181,7.0,1.0,4.0,7.0,,NA,,NA,NA,500.0,1.0,,1.0,2.0,,6.0,,2.0,,24.0,0.0,7.0,50.0,1.0,1.0,2.0,1.0,100.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,7.0,,NA,1.0,1.0,2.0,NA,1.0,3.0,1.0,1.0,1.0,712-003596-A,12,167.3949737548828
712-003596-A-0241,7.0,1.0,4.0,6.0,,NA,,NA,NA,700.0,1.0,,1.0,1.0,,6.0,,2.0,,24.0,0.0,7.0,50.0,1.0,1.0,1.0,1.0,80.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,25.0,1.0,1.0,2.0,NA,2.0,NA,NA,4.0,1.0,712-003596-A,12,167.3949737548828
712-003596-A-0311,7.0,1.0,1.0,3.0,,NA,,NA,900.0,NA,1.0,,1.0,3.0,,6.0,,1.0,,24.0,0.0,7.0,60.0,1.0,1.0,2.0,1.0,60.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,8.0,1.0,1.0,2.0,NA,1.0,1.0,1.0,3.0,1.0,712-003596-A,12,167.3949737548828
712-003596-A-0371,7.0,1.0,1.0,1.0,,3.0,,NA,NA,2000.0,1.0,,1.0,3.0,,6.0,,1.0,,24.0,0.0,7.0,110.0,1.0,1.0,1.0,1.0,130.0,6.0,,2.0,NA,1.0,100.0,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,45.0,6.0,5.0,2.0,NA,1.0,1.0,1.0,6.0,1.0,712-003596-A,12,167.3949737548828
712-003596-A-0441,7.0,1.0,1.0,7.0,,NA,,NA,NA,200.0,1.0,,1.0,2.0,,5.0,,2.0,,24.0,0.0,7.0,100.0,1.0,1.0,2.0,1.0,150.0,6.0,,1.0,300.0,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,50.0,3.0,2.0,2.0,NA,1.0,1.0,1.0,4.0,1.0,712-003596-A,12,167.3949737548828
712-003596-A-0501,7.0,1.0,4.0,3.0,,NA,,NA,1000.0,NA,1.0,,1.0,2.0,,6.0,,2.0,,24.0,0.0,7.0,60.0,1.0,1.0,1.0,1.0,65.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,1.0,1.0,2.0,NA,1.0,1.0,1.0,1.0,1.0,712-003596-A,12,167.3949737548828
712-003596-A-0571,7.0,1.0,1.0,7.0,,NA,,NA,NA,2000.0,1.0,,1.0,2.0,,6.0,,2.0,,24.0,0.0,7.0,50.0,1.0,1.0,1.0,1.0,150.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,14.0,4.0,4.0,2.0,NA,1.0,1.0,1.0,6.0,1.0,712-003596-A,12,167.3949737548828
712-003596-A-0631,7.0,1.0,4.0,7.0,,NA,,NA,NA,600.0,1.0,,1.0,3.0,,6.0,,1.0,,24.0,0.0,7.0,50.0,1.0,1.0,1.0,1.0,100.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,15.0,1.0,1.0,2.0,NA,1.0,3.0,1.0,3.0,1.0,712-003596-A,12,167.3949737548828
712-003596-A-0701,7.0,1.0,4.0,3.0,,NA,,NA,400.0,NA,1.0,,1.0,2.0,,6.0,,2.0,,24.0,0.0,7.0,50.0,1.0,1.0,1.0,1.0,120.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,14.0,2.0,2.0,2.0,NA,1.0,1.0,1.0,3.0,1.0,712-003596-A,12,167.3949737548828
712-003596-A-0761,7.0,1.0,4.0,7.0,,NA,,NA,NA,400.0,1.0,,1.0,2.0,,6.0,,2.0,,24.0,0.0,7.0,50.0,1.0,1.0,2.0,1.0,100.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,2.0,2.0,2.0,NA,1.0,1.0,1.0,3.0,1.0,712-003596-A,12,167.3949737548828
712-003663-A-0031,7.0,1.0,1.0,1.0,,3.0,,NA,NA,800.0,1.0,,1.0,2.0,,6.0,,1.0,,24.0,0.0,7.0,65.0,1.0,1.0,2.0,1.0,70.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,2.0,2.0,2.0,NA,1.0,2.0,NA,3.0,1.0,712-003663-A,12,448.747314453125
712-003663-A-0061,7.0,1.0,1.0,3.0,,NA,,NA,1000.0,NA,1.0,,1.0,1.0,,6.0,,2.0,,24.0,0.0,7.0,160.0,1.0,1.0,1.0,1.0,70.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,3.0,3.0,2.0,NA,1.0,3.0,1.0,3.0,1.0,712-003663-A,12,448.747314453125
712-003663-A-0091,7.0,1.0,1.0,7.0,,NA,,NA,NA,600.0,1.0,,1.0,1.0,,6.0,,1.0,,24.0,0.0,7.0,50.0,1.0,1.0,2.0,1.0,60.0,6.0,,1.0,200.0,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,1.0,1.0,2.0,NA,1.0,2.0,NA,3.0,1.0,712-003663-A,12,448.747314453125
712-003663-A-0131,7.0,1.0,1.0,7.0,,NA,,NA,NA,800.0,1.0,,1.0,2.0,,6.0,,1.0,,24.0,0.0,7.0,60.0,1.0,1.0,1.0,1.0,60.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,25.0,1.0,1.0,2.0,NA,1.0,2.0,NA,4.0,1.0,712-003663-A,12,448.747314453125
712-003663-A-0161,7.0,1.0,4.0,7.0,,NA,,NA,NA,700.0,1.0,,1.0,2.0,,5.0,,2.0,,24.0,0.0,7.0,43.0,1.0,1.0,2.0,1.0,100.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,26.0,1.0,1.0,2.0,NA,2.0,NA,NA,4.0,1.0,712-003663-A,12,448.747314453125
712-003663-A-0201,7.0,1.0,1.0,3.0,,NA,,NA,1000.0,NA,1.0,,1.0,2.0,,6.0,,2.0,,24.0,0.0,7.0,80.0,1.0,1.0,1.0,1.0,150.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,2.0,2.0,2.0,NA,2.0,NA,NA,4.0,1.0,712-003663-A,12,448.747314453125
712-003663-A-0231,7.0,1.0,4.0,7.0,,NA,,NA,NA,1000.0,1.0,,1.0,3.0,,5.0,,2.0,,24.0,0.0,7.0,70.0,1.0,1.0,2.0,1.0,100.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,25.0,1.0,1.0,2.0,NA,1.0,1.0,1.0,4.0,1.0,712-003663-A,12,448.747314453125
